original_index,0,1,2,3,4,5,6,7,8
48,0.08548983659184993,0.03647404421661183,0.04075576033730448,0.0794918406126203,0.03859828580275662,0.05574278005167153,0.07931721605905896,0.042578961701589216,0.05817956393860153
49,4.2711534357444974e-308,1.8647657442047213e-308,2.488377404493502e-308,5.780804387925454e-308,1.6826485157638065e-308,2.923072025545334e-308,2.8825147183588516e-308,1.9951552631967956e-308,1.0
50,0.04172687363565895,0.03801493235133554,0.034155953575555925,0.08436980443624288,0.027162353833382037,0.07820758666091757,0.04788146028715672,0.0833968911704157,0.05663401740687131
52,0.14036313833137012,0.044525913367904395,0.0434091871791343,0.08708429863112428,0.04118493180391886,0.06900567564847701,0.4145711836351426,0.06536337037986688,0.06516344980534002
53,1.0,1.6409943355142253e-308,2.0022407862331594e-308,2.733148460040472e-308,1.821315844112721e-308,1.601924686212297e-308,3.1818082738888753e-308,1.5052977499766513e-308,2.302888410397825e-308
54,0.07162746196277672,0.04009976173927766,0.04492317225967539,0.07594247425304272,0.047282465865207186,0.05920715277393126,0.06591364809389716,0.04526829625148754,0.05518087799556155
55,0.07134273940561071,0.04729090820726751,0.11640117293777219,0.0675576218928114,0.061074907180075404,0.034665483593407445,0.03842774724081305,0.03287850870675642,0.05047388478395905
56,0.06443026726791777,0.0514422028827487,0.04015429838941732,0.08240257142335046,0.03531548379144017,0.06763917476494424,0.08285839278437919,0.1174235756263799,0.05158279764772624
57,1.0,1.686365418670543e-308,2.2343040571061694e-308,2.9610893632242256e-308,1.9248548059253677e-308,1.6399383210466286e-308,3.0479808598645807e-308,1.5064016285802974e-308,2.540766979567019e-308
58,0.05324603146627825,0.049363535305780415,0.08506963069584438,0.08723398426019381,0.03669155869693764,0.038261195075822374,0.03536041899343002,0.036737020116485206,0.06523813559122996
59,0.05074843888271967,0.061259179588734954,0.418594328804657,0.062246746966855615,0.05616416295890121,0.036039687353451796,0.03321985293349711,0.036155070873670314,0.049768108206839905
60,0.16361638013424945,0.04373949922602526,0.06055996125498046,0.12118770866370907,0.04162548766977326,0.05921957829419899,0.07799585252417561,0.04432065484016476,0.25120569052599756
61,0.04688780128750554,0.21404835973325637,0.10484429059756468,0.054886928355352645,0.05013771319187607,0.039467179605037817,0.03750714877264687,0.05068614210929109,0.0438667060217026
62,0.23629190046389148,0.05002107731125283,0.07015607071043203,0.10867792025600669,0.05656442428847543,0.052828241643809934,0.10110331299242854,0.04747844417376561,0.08609190043094006
63,0.11609499289328297,0.029925112433093568,0.031342888332371706,0.06529100177228364,0.03096917468769208,0.04127124636795963,0.11451992260496673,0.04199451247273297,0.03899182372175395
64,0.04675196622783221,0.03008570905194508,0.06573158749198198,0.044106769578703416,0.0441632948086731,0.022774991557607687,0.025803475824023314,0.021558447331339613,0.03187008695417878
65,0.04627196086305492,0.12698081385075494,0.061245428954458274,0.07129641471652146,0.049722859713772674,0.06794398252556204,0.05056690959652877,0.13633045371035837,0.05307161143433409
66,4.2840844207134654e-308,2.105851277829755e-308,2.8690318321039853e-308,1.0,2.088737492787509e-308,3.5598186878131367e-308,3.401530689948664e-308,2.521027545461392e-308,6.579954301033006e-308
67,0.04512245606866076,0.17693732375224855,0.08994011539916208,0.06782527036123127,0.04599696853207842,0.04618500956187606,0.03892435221616023,0.062235663648385287,0.04939438349599306
68,0.01247717180849044,0.009563730748493435,0.009078973273731233,0.017966735076880645,0.008275969321506389,0.8775029830003369,0.013364364309899224,0.0193802350452465,0.018244762169233368
69,0.043183793833857856,0.48466636291232496,0.069706148223752,0.05942508794102859,0.04379639528000316,0.044829489905312686,0.041342224014226034,0.06975341652531669,0.044803304935268594
70,0.12998099828766718,0.04967372381828024,0.04855976751723569,0.1075534050006718,0.046890345210194855,0.08141269277463899,0.17550329880313972,0.08393048546308564,0.06617551123233273
71,0.05932622004219059,0.0565230658758392,0.11162979032545327,0.08618580649466356,0.04223514588062043,0.040387132932489155,0.03801601095207009,0.03929988025029464,0.06547325697880634
72,0.021737287697802556,0.025126352454462007,0.02282197694797865,0.037165769299843186,0.021832853973314182,0.0456377550343746,0.022527269355173227,0.040660389156442954,0.02683328792666495
