original_index,0,1,2,3,4,5,6,7
101,0.046781568267410846,0.023301932771155696,0.03809437931952307,0.03194909648227741,0.6353548448510424,0.03112791638003589,0.047305114924465444,0.03634620284192931
102,0.4468848960714779,0.04403653908108364,0.05336363488419548,0.08527844268944196,0.10912462903690988,0.08760562999076092,0.062050230485845945,0.061317386645318786
103,0.04791878263377232,0.06037176941513367,0.03265114885687369,0.3598029695130342,0.04308244248241881,0.03220261996603907,0.06514824885577303,0.06420582695180638
104,1.123346105400572e-308,1.0,1.0784473825201114e-308,1.992078092139861e-308,1.232269779563002e-308,1.0918201344623524e-308,2.053478087909975e-308,1.8678110688944526e-308
105,0.016235150892473356,0.013914681140035417,0.586550476505975,0.01902166381783043,0.025510816299465004,0.014074981487226966,0.02664392760234126,0.029177608107132304
106,0.073257674353623,0.058486770673411924,0.05270139004841464,0.20536643127611612,0.09296999891488184,0.0462811905876777,0.13583276976399736,0.09217523513471451
107,0.7169836700765498,0.027323534288927125,0.02606095789940936,0.05018093351452842,0.0598060402121239,0.04798235911037088,0.037864924140398055,0.0337975807576925
108,0.5315822700083565,0.029040560513133157,0.03691035239119838,0.04922728250005536,0.11728159482533361,0.060020289600468985,0.04676983448845781,0.039121434622952624
109,1.0,1.1513878916698757e-308,1.269877191801415e-308,2.6051271138401304e-308,2.548619831499023e-308,2.0314343152785417e-308,1.609105763453343e-308,1.6540199731980893e-308
110,0.02783923082502538,0.038375891118200146,0.018793815268633333,0.04194083841173988,0.03034480791280922,0.030587796335270968,0.03442825254507185,0.03789949504691929
112,0.052819216813749285,0.0389971840900945,0.4111483135877927,0.06102786684170369,0.08498875885209972,0.043030231313266575,0.08047156671298974,0.0857595154599091
113,2.863171322678983e-308,1.301955941301686e-308,2.1116754925736583e-308,1.868422206595335e-308,1.0,1.8104728743434287e-308,2.66054925040835e-308,2.0405427060094364e-308
114,0.1452819793409321,0.0434264536838115,0.052812724388865646,0.0834781144849975,0.2101459107895434,0.06289961849497502,0.09046449493059802,0.06254825477909767
115,0.06921850548550791,0.35800331916732164,0.06016727298178043,0.11342316970606678,0.07765830487336206,0.07129276819709293,0.11400344565031963,0.10419369043893151
116,1.7326404886424065e-308,1.993830688882741e-308,2.252141785585331e-308,2.9024274498546057e-308,3.013836116216164e-308,1.3938209752422905e-308,1.0,3.0570979862145325e-308
117,0.054588156339149305,0.022437839300252043,0.025799990350881024,0.03181865154835196,0.05579514393353629,0.10278568247835947,0.031801083943770514,0.03505339457067367
119,0.05131084966891795,0.5128706229268987,0.05115408162572989,0.08090554730037436,0.06246954535104925,0.0567800661440838,0.1005148577361403,0.08399442924680582
120,2.3038541930430994e-308,1.847396805093487e-308,1.298809804990416e-308,1.0,1.864328417712124e-308,1.3319144142300726e-308,2.383696588268569e-308,2.395016595301636e-308
121,0.05266283252898954,0.47685842344031354,0.05523012064537752,0.08290855731999158,0.06336530409140333,0.05544311404578263,0.10429567759956604,0.08714511382586475
122,0.05933805897900449,0.4292740246470815,0.060127892692876585,0.09476782000414427,0.0719891541784734,0.06492566762869093,0.11896178262032435,0.10061559924940455
123,0.43529227174992724,0.05104140825188724,0.055197100986914875,0.11479538904488167,0.12123154215375935,0.08286266235145748,0.07249325361935202,0.06708637184182015
